Date,24HPass,3DPass,7DPass,Trips,Miles,Year,Month,Day,MonthYear,revenue,LogTrips
2014-10-18,1806.0,0.0,63.0,27634,52554.0,2014,10,18,2014-10-01,19544.699999999997,10.226802177616614
2014-10-19,1000.0,0.0,57.0,21017,35039.0,2014,10,19,2014-10-01,11375.0,9.953086913027413
2014-10-20,514.0,0.0,74.0,30928,48030.0,2014,10,20,2014-10-01,6964.299999999999,10.339417201448112
2014-10-21,539.0,0.0,90.0,34710,53960.0,2014,10,21,2014-10-01,7613.049999999999,10.454783108855832
2014-10-22,110.0,0.0,30.0,10402,13894.0,2014,10,22,2014-10-01,1844.5,9.249753374333018
2014-10-23,74.0,0.0,19.0,14886,20446.0,2014,10,23,2014-10-01,1211.3,9.608176452919857
2014-10-24,722.0,0.0,84.0,33022,51151.0,2014,10,24,2014-10-01,9283.9,10.404929284991777
2014-10-25,2093.0,0.0,83.0,27802,53881.0,2014,10,25,2014-10-01,22900.35,10.232863239537037
2014-10-26,1220.0,0.0,71.0,23077,41308.0,2014,10,26,2014-10-01,13914.0,10.046591729504579
2014-10-27,519.0,0.0,73.0,31908,49892.0,2014,10,27,2014-10-01,6989.049999999999,10.37061204103102
2014-10-28,628.0,0.0,79.0,36429,56602.0,2014,10,28,2014-10-01,8223.599999999999,10.503120439721929
2014-10-29,466.0,0.0,70.0,32944,48378.0,2014,10,29,2014-10-01,6386.7,10.40256442926757
2014-10-30,557.0,0.0,61.0,34658,52162.0,2014,10,30,2014-10-01,7067.15,10.45328385820019
2014-10-31,653.0,0.0,75.0,30787,46834.0,2014,10,31,2014-10-01,8372.349999999999,10.33484780193963
2014-11-01,98.0,0.0,10.0,6739,8703.0,2014,11,1,2014-11-01,1225.1,8.815666824946216
2014-11-02,480.0,0.0,44.0,15730,23106.0,2014,11,2,2014-11-01,5876.0,9.663324996052323
2014-11-03,568.0,0.0,51.0,29590,45368.0,2014,11,3,2014-11-01,6926.599999999999,10.295191745394256
2014-11-04,665.0,0.0,80.0,34612,54306.0,2014,11,4,2014-11-01,8616.75,10.451955721726629
2014-11-05,513.0,0.0,49.0,33764,52464.0,2014,11,5,2014-11-01,6329.349999999999,10.42715042510361
2014-11-06,98.0,0.0,12.0,13882,18743.0,2014,11,6,2014-11-01,1275.1,9.53834831589953
2014-11-07,416.0,0.0,45.0,28053,40163.0,2014,11,7,2014-11-01,5264.2,10.241850857103556
2014-11-08,878.0,0.0,40.0,19372,31589.0,2014,11,8,2014-11-01,9736.099999999999,9.87158400352312
2014-11-09,952.0,0.0,44.0,20225,34251.0,2014,11,9,2014-11-01,10572.4,9.914674741926692
2014-11-10,607.0,0.0,46.0,30616,46768.0,2014,11,10,2014-11-01,7189.65,10.329278027105538
2014-11-11,599.0,0.0,41.0,32312,49461.0,2014,11,11,2014-11-01,6985.049999999999,10.383193957243249
2014-11-12,325.0,0.0,36.0,30830,45234.0,2014,11,12,2014-11-01,4133.75,10.336243520880195
2014-11-13,252.0,0.0,21.0,22798,32395.0,2014,11,13,2014-11-01,3032.3999999999996,10.034428091796723
2014-11-14,242.0,0.0,28.0,23452,33240.0,2014,11,14,2014-11-01,3107.8999999999996,10.062711058084105
2014-11-15,522.0,0.0,16.0,15403,23774.0,2014,11,15,2014-11-01,5593.9,9.642317574624458
2014-11-16,319.0,0.0,20.0,14544,20645.0,2014,11,16,2014-11-01,3674.0499999999997,9.58493381641726
2014-11-17,25.0,0.0,8.0,8944,11294.0,2014,11,17,2014-11-01,448.75,9.09873819539488
2014-11-18,78.0,0.0,26.0,18436,23704.0,2014,11,18,2014-11-01,1426.1,9.8220605538404
2014-11-19,102.0,0.0,17.0,18211,24052.0,2014,11,19,2014-11-01,1439.9,9.80978108609582
2014-11-20,160.0,0.0,20.0,22682,30878.0,2014,11,20,2014-11-01,2092.0,10.029326937375275
2014-11-21,131.0,0.0,24.0,19582,25533.0,2014,11,21,2014-11-01,1903.4499999999998,9.882366055914016
2014-11-22,345.0,0.0,9.0,13838,20211.0,2014,11,22,2014-11-01,3657.7499999999995,9.535173710058757
2014-11-23,628.0,0.0,26.0,17012,27503.0,2014,11,23,2014-11-01,6898.599999999999,9.741674256373525
2014-11-24,374.0,0.0,45.0,25007,37873.0,2014,11,24,2014-11-01,4846.299999999999,10.126911064657653
2014-11-25,365.0,0.0,27.0,27889,39495.0,2014,11,25,2014-11-01,4306.75,10.23598762483351
2014-11-26,14.0,0.0,1.0,4064,4997.0,2014,11,26,2014-11-01,164.29999999999998,8.309922989258318
2014-11-27,74.0,0.0,10.0,4331,5954.0,2014,11,27,2014-11-01,986.3,8.373553741214627
2014-11-28,209.0,0.0,8.0,9157,12743.0,2014,11,28,2014-11-01,2279.5499999999997,9.122273893107732
2014-11-29,235.0,0.0,14.0,8974,12808.0,2014,11,29,2014-11-01,2688.25,9.102086786535928
2014-11-30,449.0,0.0,25.0,13612,21244.0,2014,11,30,2014-11-01,5092.549999999999,9.518707035620796
2014-12-01,281.0,0.0,20.0,20398,29977.0,2014,12,1,2014-12-01,3295.95,9.923192135810464
2014-12-02,45.0,0.0,24.0,16961,22343.0,2014,12,2,2014-12-01,1047.75,9.738671869871839
2014-12-03,65.0,0.0,6.0,15078,23083.0,2014,12,3,2014-12-01,796.75,9.620992006771647
2014-12-04,191.0,0.0,14.0,23442,33077.0,2014,12,4,2014-12-01,2250.45,10.062284564283125
2014-12-05,153.0,0.0,12.0,17289,23200.0,2014,12,5,2014-12-01,1822.35,9.757825740104776
2014-12-06,59.0,0.0,5.0,4487,5787.0,2014,12,6,2014-12-01,712.05,8.408939605975984
2014-12-07,254.0,0.0,13.0,11404,16007.0,2014,12,7,2014-12-01,2852.2999999999997,9.341719450032562
2014-12-08,60.0,0.0,11.0,17015,21665.0,2014,12,8,2014-12-01,872.0,9.741850586935007
2014-12-09,18.0,0.0,4.0,7322,9458.0,2014,12,9,2014-12-01,279.1,8.898638793680181
2014-12-10,23.0,0.0,5.0,11476,14590.0,2014,12,10,2014-12-01,353.85,9.348013177101256
2014-12-11,144.0,0.0,19.0,19840,27417.0,2014,12,11,2014-12-01,1907.8,9.895455380838865
2014-12-12,151.0,0.0,13.0,19393,25689.0,2014,12,12,2014-12-01,1827.4499999999998,9.872667455196241
2014-12-13,324.0,0.0,20.0,13760,21276.0,2014,12,13,2014-12-01,3723.7999999999997,9.529521111487334
2014-12-14,326.0,0.0,20.0,13255,19351.0,2014,12,14,2014-12-01,3743.7,9.492130118723125
2014-12-15,186.0,0.0,25.0,21306,29232.0,2014,12,15,2014-12-01,2475.7,9.966744002171144
2014-12-16,119.0,0.0,19.0,18653,25116.0,2014,12,16,2014-12-01,1659.05,9.833762270044563
2014-12-17,186.0,0.0,18.0,22350,30878.0,2014,12,17,2014-12-01,2300.7,10.014581600041716
2014-12-18,119.0,0.0,14.0,20679,27451.0,2014,12,18,2014-12-01,1534.05,9.936873971553762
2014-12-19,158.0,0.0,14.0,18696,24828.0,2014,12,19,2014-12-01,1922.1,9.836064876218694
2014-12-20,145.0,0.0,7.0,10628,13747.0,2014,12,20,2014-12-01,1617.75,9.271247306879705
2014-12-21,170.0,0.0,9.0,9582,12740.0,2014,12,21,2014-12-01,1916.4999999999998,9.167641617443067
2014-12-22,156.0,0.0,17.0,14849,20321.0,2014,12,22,2014-12-01,1977.1999999999998,9.605687801896062
2014-12-23,68.0,0.0,9.0,10405,13946.0,2014,12,23,2014-12-01,901.5999999999999,9.250041738827735
2014-12-24,36.0,0.0,7.0,4716,6183.0,2014,12,24,2014-12-01,533.2,8.458716261657262
2014-12-25,456.0,0.0,41.0,5354,11023.0,2014,12,25,2014-12-01,5562.2,8.585599224080298
2014-12-26,464.0,0.0,63.0,10775,17715.0,2014,12,26,2014-12-01,6191.799999999999,9.28498391497195
2014-12-27,741.0,0.0,58.0,11128,21130.0,2014,12,27,2014-12-01,8822.95,9.31721973360328
2014-12-28,326.0,0.0,23.0,8719,12978.0,2014,12,28,2014-12-01,3818.7,9.073259831427816
2014-12-29,363.0,0.0,37.0,14763,22499.0,2014,12,29,2014-12-01,4536.85,9.599879329534089
2014-12-30,214.0,0.0,31.0,13277,18112.0,2014,12,30,2014-12-01,2904.2999999999997,9.493788493895902
2014-12-31,216.0,0.0,12.0,10450,14560.0,2014,12,31,2014-12-01,2449.2,9.254357257392957
2015-01-01,267.0,0.0,11.0,5792,9191.0,2015,1,1,2015-01-01,2931.6499999999996,8.664232934065552
2015-01-02,298.0,0.0,8.0,12371,18222.0,2015,1,2,2015-01-01,3165.1,9.423110302862831
2015-01-03,96.0,0.0,7.0,4834,6282.0,2015,1,3,2015-01-01,1130.1999999999998,8.483429561263428
2015-01-04,152.0,0.0,5.0,8509,11700.0,2015,1,4,2015-01-01,1637.3999999999999,9.048879705849558
2015-01-05,88.0,0.0,12.0,15792,20022.0,2015,1,5,2015-01-01,1175.6,9.667258761673263
2015-01-06,2.0,0.0,1.0,9483,12003.0,2015,1,6,2015-01-01,44.9,9.157256000883727
2015-01-07,5.0,0.0,1.0,10685,12791.0,2015,1,7,2015-01-01,74.75,9.276596167753247
2015-01-08,18.0,0.0,0.0,9777,11667.0,2015,1,8,2015-01-01,179.1,9.18778796750567
2015-01-09,16.0,0.0,2.0,8631,11093.0,2015,1,9,2015-01-01,209.2,9.063115652219658
2015-01-10,51.0,0.0,3.0,6826,8189.0,2015,1,10,2015-01-01,582.45,8.828494129466652
2015-01-11,68.0,0.0,8.0,8204,10199.0,2015,1,11,2015-01-01,876.5999999999999,9.012377119192271
2015-01-12,27.0,0.0,2.0,9441,11589.0,2015,1,12,2015-01-01,318.65,9.152817185732516
2015-01-13,23.0,0.0,10.0,14134,17429.0,2015,1,13,2015-01-01,478.85,9.5563385212508
2015-01-14,43.0,0.0,7.0,14396,18105.0,2015,1,14,2015-01-01,602.8499999999999,9.574705669198922
2015-01-15,64.0,0.0,8.0,15463,19803.0,2015,1,15,2015-01-01,836.8,9.64620535247543
2015-01-16,94.0,0.0,14.0,15059,19084.0,2015,1,16,2015-01-01,1285.3,9.61973109808682
2015-01-17,152.0,0.0,3.0,8243,10818.0,2015,1,17,2015-01-01,1587.3999999999999,9.017119634313227
2015-01-18,12.0,0.0,0.0,2038,2435.0,2015,1,18,2015-01-01,119.39999999999999,7.61972421378267
2015-01-19,124.0,0.0,11.0,11913,15733.0,2015,1,19,2015-01-01,1508.8,9.38538551979936
2015-01-20,93.0,0.0,9.0,17615,22740.0,2015,1,20,2015-01-01,1150.35,9.776506090775339
2015-01-21,67.0,0.0,16.0,16734,21228.0,2015,1,21,2015-01-01,1066.65,9.725197856855544
2015-01-22,74.0,0.0,9.0,17435,22630.0,2015,1,22,2015-01-01,961.3,9.766234959109752
2015-01-23,95.0,0.0,14.0,17080,22248.0,2015,1,23,2015-01-01,1295.25,9.745663467342562
2015-01-24,41.0,0.0,2.0,5275,6723.0,2015,1,24,2015-01-01,457.95,8.570733958344267
2015-01-25,202.0,0.0,4.0,10235,14421.0,2015,1,25,2015-01-01,2109.8999999999996,9.23356849809539
2015-01-26,15.0,0.0,0.0,4537,5979.0,2015,1,26,2015-01-01,149.25,8.420021279663963
2015-01-27,36.0,0.0,1.0,1405,2343.0,2015,1,27,2015-01-01,383.2,7.247792581767846
2015-01-28,12.0,0.0,2.0,6223,9907.0,2015,1,28,2015-01-01,169.39999999999998,8.736007384569218
2015-01-29,31.0,0.0,3.0,9845,14171.0,2015,1,29,2015-01-01,383.45,9.194718991073225
2015-01-30,21.0,0.0,6.0,9943,12945.0,2015,1,30,2015-01-01,358.95,9.204624064980074
2015-01-31,38.0,0.0,2.0,5752,7328.0,2015,1,31,2015-01-01,428.09999999999997,8.657302899400882
2015-02-01,72.0,0.0,8.0,7214,9186.0,2015,2,1,2015-02-01,916.4,8.883778861463485
2015-02-02,6.0,0.0,0.0,1686,2635.0,2015,2,2,2015-02-01,59.699999999999996,7.430114138561801
2015-02-03,5.0,0.0,1.0,5443,7816.0,2015,2,3,2015-02-01,74.75,8.6020856584342
2015-02-04,27.0,0.0,1.0,9854,13775.0,2015,2,4,2015-02-01,293.65,9.195632743103909
2015-02-05,13.0,0.0,1.0,9977,12607.0,2015,2,5,2015-02-01,154.35,9.208037722913508
2015-02-06,26.0,0.0,4.0,9334,11948.0,2015,2,6,2015-02-01,358.7,9.141418926509761
2015-02-07,83.0,0.0,7.0,7346,10045.0,2015,2,7,2015-02-01,1000.8499999999999,8.901911226379612
2015-02-08,65.0,0.0,7.0,7180,9671.0,2015,2,8,2015-02-01,821.75,8.87905466204227
2015-02-09,10.0,0.0,3.0,5717,7234.0,2015,2,9,2015-02-01,174.5,8.651199471263972
2015-02-10,36.0,0.0,5.0,11289,14526.0,2015,2,10,2015-02-01,483.2,9.331584079261546
2015-02-11,46.0,0.0,12.0,12453,16204.0,2015,2,11,2015-02-01,757.7,9.429716836721148
2015-02-12,45.0,0.0,4.0,12651,16248.0,2015,2,12,2015-02-01,547.75,9.44549154241467
2015-02-13,28.0,0.0,2.0,8595,10773.0,2015,2,13,2015-02-01,328.59999999999997,9.05893591781695
2015-02-14,54.0,0.0,2.0,5124,6392.0,2015,2,14,2015-02-01,587.3,8.541690663016626
2015-02-15,12.0,0.0,0.0,2837,3289.0,2015,2,15,2015-02-01,119.39999999999999,7.950502434808851
2015-02-16,19.0,0.0,2.0,4500,5423.0,2015,2,16,2015-02-01,239.04999999999998,8.411832675758411
2015-02-17,14.0,0.0,2.0,5289,6869.0,2015,2,17,2015-02-01,189.29999999999998,8.57338447106598
2015-02-18,35.0,0.0,6.0,10001,12995.0,2015,2,18,2015-02-01,498.25,9.210440366976517
2015-02-19,14.0,0.0,0.0,8485,10080.0,2015,2,19,2015-02-01,139.29999999999998,9.046055177668327
2015-02-20,14.0,0.0,3.0,6825,8056.0,2015,2,20,2015-02-01,214.29999999999998,8.82834762005316
2015-02-21,24.0,0.0,5.0,3453,4164.0,2015,2,21,2015-02-01,363.79999999999995,8.146998697389993
2015-02-22,55.0,0.0,4.0,4654,6648.0,2015,2,22,2015-02-01,647.25,8.445482343862237
2015-02-23,11.0,0.0,8.0,8343,10519.0,2015,2,23,2015-02-01,309.45,9.029178142902074
2015-02-24,12.0,0.0,1.0,8483,10675.0,2015,2,24,2015-02-01,144.39999999999998,9.045819439807735
2015-02-25,49.0,0.0,5.0,12057,15655.0,2015,2,25,2015-02-01,612.55,9.397400683117311
2015-02-26,26.0,0.0,7.0,11047,14744.0,2015,2,26,2015-02-01,433.7,9.309914176872276
2015-02-27,57.0,0.0,10.0,10861,14313.0,2015,2,27,2015-02-01,817.15,9.292933670280036
2015-02-28,71.0,0.0,3.0,6836,8975.0,2015,2,28,2015-02-01,781.4499999999999,8.829958044235482
2015-03-01,37.0,0.0,4.0,3169,4042.0,2015,3,1,2015-03-01,468.15,8.06117135969092
2015-03-02,27.0,0.0,3.0,8019,10767.0,2015,3,2,2015-03-01,343.65,8.989569004807029
2015-03-03,18.0,0.0,2.0,7178,9430.0,2015,3,3,2015-03-01,229.1,8.878776071707552
2015-03-04,28.0,0.0,4.0,8265,10842.0,2015,3,4,2015-03-01,378.59999999999997,9.019785010255125
2015-03-05,4.0,0.0,0.0,1821,2604.0,2015,3,5,2015-03-01,39.8,7.507141079727608
2015-03-06,19.0,0.0,6.0,5953,8248.0,2015,3,6,2015-03-01,339.04999999999995,8.69165057315339
2015-03-07,96.0,0.0,9.0,6255,8849.0,2015,3,7,2015-03-01,1180.1999999999998,8.741136422901011
2015-03-08,245.0,0.0,16.0,8711,13701.0,2015,3,8,2015-03-01,2837.75,9.072341873818893
2015-03-09,218.0,0.0,24.0,16365,24159.0,2015,3,9,2015-03-01,2769.1,9.702900186935281
2015-03-10,126.0,0.0,17.0,13080,17626.0,2015,3,10,2015-03-01,1678.6999999999998,9.47883962501119
2015-03-11,386.0,0.0,29.0,21728,33446.0,2015,3,11,2015-03-01,4565.7,9.986357030358423
2015-03-12,195.0,0.0,22.0,19246,26931.0,2015,3,12,2015-03-01,2490.25,9.865058525916346
2015-03-13,239.0,0.0,27.0,17850,24699.0,2015,3,13,2015-03-01,3053.0499999999997,9.789758787207784
2015-03-14,60.0,0.0,5.0,4302,5592.0,2015,3,14,2015-03-01,722.0,8.366835309827675
2015-03-15,260.0,0.0,31.0,9676,13635.0,2015,3,15,2015-03-01,3362.0,9.177403871729918
2015-03-16,273.0,0.0,35.0,18476,26091.0,2015,3,16,2015-03-01,3591.35,9.824227871550496
2015-03-17,178.0,0.0,21.0,16287,22462.0,2015,3,17,2015-03-01,2296.1,9.698122522573561
2015-03-18,110.0,0.0,15.0,15050,11465.0,2015,3,18,2015-03-01,1469.5,9.619133270177022
2015-03-19,150.0,0.0,14.0,16699,16176.0,2015,3,19,2015-03-01,1842.5,9.723104116372433
2015-03-20,58.0,0.0,6.0,8786,11465.0,2015,3,20,2015-03-01,727.0999999999999,9.080914824535725
2015-03-21,367.0,0.0,23.0,10236,16176.0,2015,3,21,2015-03-01,4226.65,9.23366619727968
2015-03-22,381.0,0.0,10.0,10638,16098.0,2015,3,22,2015-03-01,4040.95,9.272187775302262
2015-03-23,111.0,0.0,25.0,14669,18957.0,2015,3,23,2015-03-01,1729.4499999999998,9.593491702487762
2015-03-24,168.0,0.0,34.0,17532,23581.0,2015,3,24,2015-03-01,2521.6,9.7717830615387
2015-03-25,136.0,0.0,22.0,15851,21456.0,2015,3,25,2015-03-01,1903.1999999999998,9.670987868797893
2015-03-26,125.0,0.0,25.0,16193,22876.0,2015,3,26,2015-03-01,1868.75,9.692334329073471
2015-03-27,188.0,0.0,19.0,15433,21520.0,2015,3,27,2015-03-01,2345.6,9.64426335290083
2015-03-28,10.0,0.0,2.0,1255,1562.0,2015,3,28,2015-03-01,149.5,7.134890851565884
2015-03-29,473.0,0.0,27.0,10585,17373.0,2015,3,29,2015-03-01,5381.349999999999,9.267193183568965
2015-03-30,244.0,0.0,53.0,19250,26828.0,2015,3,30,2015-03-01,3752.7999999999997,9.86526633971593
2015-03-31,122.0,0.0,38.0,15199,20532.0,2015,3,31,2015-03-01,2163.8999999999996,9.628984915196462
2015-04-01,325.0,0.0,34.0,21566,31708.0,2015,4,1,2015-04-01,4083.7499999999995,9.978873279442018
2015-04-02,864.0,0.0,65.0,26346,43134.0,2015,4,2,2015-04-01,10221.8,10.179071739789773
2015-04-03,365.0,0.0,27.0,15978,23643.0,2015,4,3,2015-04-01,4306.75,9.678968055041988
2015-04-04,1029.0,0.0,46.0,15538,27764.0,2015,4,4,2015-04-01,11388.55,9.651043915510366
2015-04-05,1208.0,0.0,52.0,14962,29709.0,2015,4,5,2015-04-01,13319.599999999999,9.61326893243235
2015-04-06,1065.0,0.0,73.0,25502,43529.0,2015,4,6,2015-04-01,12421.75,10.146512159443487
2015-04-07,270.0,0.0,33.0,17640,24209.0,2015,4,7,2015-04-01,3511.5,9.777924329560783
2015-04-08,276.0,0.0,30.0,19223,26004.0,2015,4,8,2015-04-01,3496.2,9.86386275775286
2015-04-09,163.0,0.0,20.0,17723,23891.0,2015,4,9,2015-04-01,2121.85,9.782618510055139
2015-04-10,289.0,0.0,37.0,17648,25628.0,2015,4,10,2015-04-01,3800.5499999999997,9.778377741493284
2015-04-11,1600.0,0.0,59.0,20451,39786.0,2015,4,11,2015-04-01,17395.0,9.925787060030896
2015-04-12,1951.0,0.0,87.0,21851,46764.0,2015,4,12,2015-04-01,21587.449999999997,9.992001966066868
2015-04-13,603.0,0.0,73.0,26980,43753.0,2015,4,13,2015-04-01,7824.849999999999,10.202851129761747
2015-04-14,334.0,0.0,53.0,24452,36555.0,2015,4,14,2015-04-01,4648.299999999999,10.104467291148616
2015-04-15,733.0,0.0,84.0,30184,49727.0,2015,4,15,2015-04-01,9393.349999999999,10.315067261644147
2015-04-16,617.0,0.0,57.0,29273,45915.0,2015,4,16,2015-04-01,7564.15,10.28442086845496
2015-04-17,671.0,0.0,81.0,26164,42203.0,2015,4,17,2015-04-01,8701.45,10.172139699081104
2015-04-18,3685.0,0.0,138.0,31024,71371.0,2015,4,18,2015-04-01,40115.75,10.342516377482433
2015-04-19,1851.0,0.0,103.0,23444,46416.0,2015,4,19,2015-04-01,20992.449999999997,10.06236987759632
2015-04-20,96.0,0.0,23.0,12080,16377.0,2015,4,20,2015-04-01,1530.1999999999998,9.399306471488806
2015-04-21,608.0,0.0,88.0,27057,43508.0,2015,4,21,2015-04-01,8249.599999999999,10.205701030833819
2015-04-22,374.0,0.0,51.0,23893,35999.0,2015,4,22,2015-04-01,4996.299999999999,10.08134080799053
2015-04-23,311.0,0.0,61.0,23886,34259.0,2015,4,23,2015-04-01,4619.45,10.081047792228372
2015-04-24,421.0,0.0,37.0,22605,32678.0,2015,4,24,2015-04-01,5113.95,10.025926399728705
2015-04-25,2095.0,0.0,85.0,22963,46054.0,2015,4,25,2015-04-01,22970.25,10.041639503918871
2015-04-26,1999.0,0.0,128.0,23608,48664.0,2015,4,26,2015-04-01,23090.05,10.069340916622775
2015-04-27,609.0,0.0,99.0,27657,43197.0,2015,4,27,2015-04-01,8534.55,10.227634139466703
2015-04-28,893.0,0.0,98.0,32481,54129.0,2015,4,28,2015-04-01,11335.349999999999,10.388410581979008
2015-04-29,1087.0,0.0,150.0,34427,59166.0,2015,4,29,2015-04-01,14565.65,10.44659641922227
2015-04-30,785.0,0.0,102.0,31756,51077.0,2015,4,30,2015-04-01,10360.75,10.365836962845004
2015-05-01,917.0,0.0,106.0,30345,48736.0,2015,5,1,2015-05-01,11774.15,10.320387038269956
2015-05-02,2799.0,0.0,138.0,28295,60188.0,2015,5,2,2015-05-01,31300.05,10.250440389576625
2015-05-03,3361.0,0.0,154.0,30446,69728.0,2015,5,3,2015-05-01,37291.95,10.3237099016192
2015-05-04,1397.0,0.0,191.0,35115,63531.0,2015,5,4,2015-05-01,18675.15,10.46638366859312
2015-05-05,987.0,0.0,145.0,35990,60088.0,2015,5,5,2015-05-01,13445.65,10.490996401073076
2015-05-06,712.0,0.0,90.0,32788,50987.0,2015,5,6,2015-05-01,9334.4,10.39781787377292
2015-05-07,1271.0,0.0,133.0,37762,64189.0,2015,5,7,2015-05-01,15971.449999999999,10.539058584958477
2015-05-08,1596.0,0.0,170.0,37206,64255.0,2015,5,8,2015-05-01,20130.199999999997,10.524225317577933
2015-05-09,2077.0,0.0,158.0,26813,51941.0,2015,5,9,2015-05-01,24616.149999999998,10.196642123515149
2015-05-10,2444.0,0.0,189.0,28962,62364.0,2015,5,10,2015-05-01,29042.8,10.273739904888547
2015-05-11,1084.0,0.0,198.0,35068,57873.0,2015,5,11,2015-05-01,15735.8,10.465044312708477
2015-05-12,1103.0,0.0,179.0,38186,62939.0,2015,5,12,2015-05-01,15449.849999999999,10.55022423527341
2015-05-13,891.0,0.0,119.0,36162,57091.0,2015,5,13,2015-05-01,11840.449999999999,10.4957641227111
2015-05-14,4927.0,0.0,82.0,44429,80286.0,2015,5,14,2015-05-01,51073.649999999994,10.701647688361783
2015-05-15,1665.0,0.0,181.0,37687,64660.0,2015,5,15,2015-05-01,21091.75,10.537070486383191
2015-05-16,2392.0,0.0,155.0,26142,50862.0,2015,5,16,2015-05-01,27675.399999999998,10.171298495345496
2015-05-17,3499.0,0.0,189.0,34006,73458.0,2015,5,17,2015-05-01,39540.049999999996,10.43429225861743
2015-05-18,1031.0,0.0,129.0,33527,53794.0,2015,5,18,2015-05-01,13483.449999999999,10.420106363342882
2015-05-19,943.0,0.0,177.0,36272,58026.0,2015,5,19,2015-05-01,13807.849999999999,10.49880137274731
2015-05-20,923.0,0.0,100.0,36020,57290.0,2015,5,20,2015-05-01,11683.849999999999,10.491829618729946
2015-05-21,746.0,0.0,105.0,33076,50277.0,2015,5,21,2015-05-01,10047.7,10.406563222842058
2015-05-22,1356.0,0.0,150.0,33898,58351.0,2015,5,22,2015-05-01,17242.199999999997,10.431111294577999
2015-05-23,2967.0,0.0,166.0,25985,56999.0,2015,5,23,2015-05-01,33671.649999999994,10.165274727442542
2015-05-24,3689.0,0.0,156.0,27400,66211.0,2015,5,24,2015-05-01,40605.549999999996,10.218298292376161
2015-05-25,3392.0,0.0,221.0,30636,69099.0,2015,5,25,2015-05-01,39275.399999999994,10.329931067029484
2015-05-26,1202.0,0.0,188.0,38282,64504.0,2015,5,26,2015-05-01,16659.9,10.552735090806054
2015-05-27,879.0,0.0,124.0,35952,57511.0,2015,5,27,2015-05-01,11846.05,10.48993999442511
2015-05-28,1014.0,0.0,144.0,38291,61662.0,2015,5,28,2015-05-01,13689.3,10.55297016060981
2015-05-29,1648.0,0.0,134.0,40179,69343.0,2015,5,29,2015-05-01,19747.6,10.601099750055232
2015-05-30,3082.0,0.0,192.0,33503,69481.0,2015,5,30,2015-05-01,35465.899999999994,10.419390266042402
2015-05-31,1606.0,0.0,105.0,21196,40580.0,2015,5,31,2015-05-01,18604.699999999997,9.961567763612653
2015-06-01,162.0,0.0,41.0,16079,20369.0,2015,6,1,2015-06-01,2636.8999999999996,9.685269351744411
2015-06-02,75.0,0.0,35.0,12706,15730.0,2015,6,2,2015-06-01,1621.25,9.449829601826478
2015-06-03,1129.0,0.0,143.0,36345,58749.0,2015,6,3,2015-06-01,14808.55,10.500811921918736
2015-06-04,806.0,0.0,147.0,34390,52792.0,2015,6,4,2015-06-01,11694.7,10.445521103426312
2015-06-05,959.0,0.0,117.0,32861,51079.0,2015,6,5,2015-06-01,12467.05,10.400041823264546
2015-06-06,2457.0,0.0,144.0,27910,55613.0,2015,6,6,2015-06-01,28047.149999999998,10.236740326530368
2015-06-07,3295.0,0.0,169.0,32881,71994.0,2015,6,7,2015-06-01,37010.25,10.400650262332935
2015-06-08,1045.0,0.0,168.0,35453,58140.0,2015,6,8,2015-06-01,14597.75,10.475963154613808
2015-06-09,889.0,0.0,140.0,37322,59489.0,2015,6,9,2015-06-01,12345.55,10.527338244093418
2015-06-10,1223.0,0.0,140.0,41386,69035.0,2015,6,10,2015-06-01,15668.849999999999,10.630697938371775
2015-06-11,1060.0,0.0,137.0,39083,62993.0,2015,6,11,2015-06-01,13972.0,10.573442868819397
2015-06-12,1374.0,0.0,131.0,36801,60933.0,2015,6,12,2015-06-01,16946.3,10.513280297700861
2015-06-13,3045.0,0.0,168.0,31772,67103.0,2015,6,13,2015-06-01,34497.75,10.366340677753023
2015-06-14,2633.0,0.0,192.0,29829,62977.0,2015,6,14,2015-06-01,30998.35,10.303236353648183
2015-06-15,575.0,0.0,122.0,26533,38705.0,2015,6,15,2015-06-01,8771.25,10.186144520271382
2015-06-16,798.0,0.0,151.0,33832,52864.0,2015,6,16,2015-06-01,11715.099999999999,10.429162379152325
2015-06-17,1145.0,0.0,160.0,40009,65208.0,2015,6,17,2015-06-01,15392.75,10.59685970778737
2015-06-18,792.0,0.0,144.0,37326,56562.0,2015,6,18,2015-06-01,11480.4,10.527445413743076
2015-06-19,1543.0,0.0,143.0,39350,66914.0,2015,6,19,2015-06-01,18927.85,10.58025125384555
2015-06-20,1747.0,0.0,125.0,24937,45872.0,2015,6,20,2015-06-01,20507.649999999998,10.1241079233059
2015-06-21,2295.0,0.0,140.0,27486,55513.0,2015,6,21,2015-06-01,26335.25,10.221432063114797
2015-06-22,1282.0,0.0,202.0,39758,66659.0,2015,6,22,2015-06-01,17805.9,10.590566357694467
2015-06-23,824.0,0.0,147.0,34182,52805.0,2015,6,23,2015-06-01,11873.8,10.439454468708451
2015-06-24,1270.0,0.0,189.0,43484,73125.0,2015,6,24,2015-06-01,17361.5,10.68014833332389
2015-06-25,1166.0,0.0,135.0,41618,68362.0,2015,6,25,2015-06-01,14976.699999999999,10.636288044972725
2015-06-26,1579.0,0.0,182.0,40599,68529.0,2015,6,26,2015-06-01,20261.05,10.611498714744615
